Room Capacity,Fifth Slot Usage,Double Acts,Single Gaps,Double Gaps,Triple Gaps,Total
0.6602599622842767,0.7304924401212519,0.8785674725032703,0.18808426212020357,0.542597888125403,0.9582028008935399,0.25061571692475104
0.4427125251922216,0.9768933508033287,0.0800988783817368,0.8340338346667672,0.11170332308898612,0.37372379395783195,0.0889665735803129
0.4047659033996589,0.8334826001855428,0.8255559879208403,0.9996575181073505,0.0011809553757503588,0.8344565392893678,0.7013591534839738
0.7703967850773125,0.5549785728460387,0.44134080538840303,0.4628544265539768,0.921030825545656,0.4003408358565179,0.028293837605467775
0.006450608568175142,0.8890264300868536,0.03738499656732097,0.5933955204449941,0.21439003826888758,0.6677069969741616,0.6686380656792179
0.7970111449385702,0.00996423102507249,0.6882882095303217,0.2947456636910245,0.2675000001247949,0.37340896551203595,0.9084060489149178
0.4316588814574418,0.1430839435247866,0.3540758762016859,0.43095371353374967,0.7874814194622085,0.052006354843214586,0.516417523008855
0.44917657624195617,0.9427061164401984,0.22708997694228228,0.3167786346970033,0.8279926009316655,0.7048668776736824,0.8231374605101514
0.9007356047128177,0.7026922631898137,0.7728762742046141,0.12120216162446473,0.3595587273046532,0.08288114392716928,0.6291824283712947
0.6354540797148682,0.08894068433911939,0.7836338826542,0.2620148240104976,0.43003353998571914,0.2660081833414095,0.30118940803489336
